regNum;fullTitle;dept;dNum;titleString;day;time1;time2;location;building;room;credit;enrollment;available;max;distributions;distCode;distDescription;prerequisites;description
12227;BIOC 320 Integrated Biophysical Chemistry Advanced Laboratory;BIOC;320;Integrated Biophysical Chemistry Advanced Laboratory;Th;11:10 am;12:20 pm ;Science Center-220;Science Center;220;1;17;0;16;;NPS;Natural and Physical Science;(s);An intensive laboratory course offering a multiweek independent research project and training in experimental applications of physical chemistry and biochemistry. Topics will include spectroscopy, chemical thermodynamics of biomolecules, and enzyme kinetics. This course will emphasize independent hypothesis development and experimental design skills as well as professional conference-style presentation of results. Students will read primary literature, construct a research proposal, develop their own laboratory protocols manual, conduct experiments using a variety of instrumentation, and present their research in a poster format at the end of the semester. One class period per week plus one lab and mandatory weekly meetings with instructor.
13299;BIOC 320 Integrated Biophysical Chemistry Advanced Laboratory;BIOC;320;Integrated Biophysical Chemistry Advanced Laboratory;M;01:30 pm;05:00 pm ;Science Center-300;Science Center;300;0;9;0;8;;NPS;Natural and Physical Science;(s);An intensive laboratory course offering a multiweek independent research project and training in experimental applications of physical chemistry and biochemistry. Topics will include spectroscopy, chemical thermodynamics of biomolecules, and enzyme kinetics. This course will emphasize independent hypothesis development and experimental design skills as well as professional conference-style presentation of results. Students will read primary literature, construct a research proposal, develop their own laboratory protocols manual, conduct experiments using a variety of instrumentation, and present their research in a poster format at the end of the semester. One class period per week plus one lab and mandatory weekly meetings with instructor.
13300;BIOC 320 Integrated Biophysical Chemistry Advanced Laboratory;BIOC;320;Integrated Biophysical Chemistry Advanced Laboratory;T;12:30 pm;04:00 pm ;Science Center-300;Science Center;300;0;8;0;8;;NPS;Natural and Physical Science;(s);An intensive laboratory course offering a multiweek independent research project and training in experimental applications of physical chemistry and biochemistry. Topics will include spectroscopy, chemical thermodynamics of biomolecules, and enzyme kinetics. This course will emphasize independent hypothesis development and experimental design skills as well as professional conference-style presentation of results. Students will read primary literature, construct a research proposal, develop their own laboratory protocols manual, conduct experiments using a variety of instrumentation, and present their research in a poster format at the end of the semester. One class period per week plus one lab and mandatory weekly meetings with instructor.
13134;BIOC 323 Advanced Biochemistry: Function of Biological Molecules;BIOC;323;Advanced Biochemistry: Function of Biological Molecules;TWF;08:30 am;09:40 am ;Science Center-364;Science Center;364;1;14;21;35;;NPS;Natural and Physical Science;(s);Consideration of the function and regulation of biomolecules and macromolecular assemblies, with particular emphasis on binding proteins, enzymes, and metabolic pathways. Contemporary experimental and computational techniques used to study these systems will be discussed, with a focus on applications in the primary literature. Students will be expected to express increased intellectual independence on assignments, including the development of independent research proposals.
13769;BISC 101 First-Year Seminar: What's up with men & women? ... the science behind female/male differences;BISC;101;First-Year Seminar: What's up with men & women? ... the science behind female/male differences;MTh;09:50 am;11:00 am ;Science Center-155;Science Center;155;1;16;0;16;;NPS;Natural and Physical Science;(s);Beyond the social construct of gender, what are the actual differences between the sexes? How do variations in the hard wiring of our brains, in our hormones and in our biochemistry make women and men different? Do men and women fall into distinct categories or onto a continuum?  We will investigate the biochemical origins and consequences of female/male differences in our minds, our bodies, our affections and our abilities. Lectures, active learning exercises and class discussions of papers from the primary literature will allow students to acquire a basic understanding of biochemical processes and gain insights into the methods used to address scientific questions. Writing assignments will challenge students to investigate what it means to be a woman in the 21st century.
11343;BISC 105 Stem Cells: A New Frontier in Biomedicine;BISC;105;Stem Cells: A New Frontier in Biomedicine;TF;09:50 am;11:00 am ;Science Center-274;Science Center;274;1;20;12;8;;NPS;Natural and Physical Science;(s);In this interdisciplinary&nbsp|course, we will focus on the unique biological properties of stem cells and how these cells might lead to novel patient therapies. Questions to be addressed include: How were stem cells discovered? Where do stem cells come from, and&nbsp|how can they be used to study human diseases? What are the similarities and differences between embryonic stem cells, adult stem cells, and "induced pluripotent stem cells"? We will also discuss the scientific,&nbsp|bioethical&nbsp|and political&nbsp|controversies associated with recent stem cell discoveries. Promising areas of current research will be described.
10244;BISC 109 Human Biology with Laboratory;BISC;109;Human Biology with Laboratory;MTh;09:50 am;11:00 am ;Science Center-377;Science Center;377;1.25;31;25;56;;NPS;QRF;(s);This course focuses on human anatomy, physiology, and evolution. Lecture topics will include: human origins and evolution| the structure and function of the major physiological systems| exercise physiology| and human genetics. Laboratories explore human physiology, focusing on the development and application of skills in experimental design, statistical analysis, and scientific writing.
10219;BISC 109 Human Biology with Laboratory;BISC;109;Human Biology with Laboratory;M;01:30 pm;05:00 pm ;Science Center-384;Science Center;384;0;10;4;14;;NPS;QRF;(s);This course focuses on human anatomy, physiology, and evolution. Lecture topics will include: human origins and evolution| the structure and function of the major physiological systems| exercise physiology| and human genetics. Laboratories explore human physiology, focusing on the development and application of skills in experimental design, statistical analysis, and scientific writing.
10259;BISC 109 Human Biology with Laboratory;BISC;109;Human Biology with Laboratory;T;12:30 pm;04:00 pm ;Science Center-384;Science Center;384;0;11;3;14;;NPS;QRF;(s);This course focuses on human anatomy, physiology, and evolution. Lecture topics will include: human origins and evolution| the structure and function of the major physiological systems| exercise physiology| and human genetics. Laboratories explore human physiology, focusing on the development and application of skills in experimental design, statistical analysis, and scientific writing.
10238;BISC 109 Human Biology with Laboratory;BISC;109;Human Biology with Laboratory;W;02:15 pm;05:45 pm ;Science Center-384;Science Center;384;0;7;7;14;;NPS;QRF;(s);This course focuses on human anatomy, physiology, and evolution. Lecture topics will include: human origins and evolution| the structure and function of the major physiological systems| exercise physiology| and human genetics. Laboratories explore human physiology, focusing on the development and application of skills in experimental design, statistical analysis, and scientific writing.
10248;BISC 109 Human Biology with Laboratory;BISC;109;Human Biology with Laboratory;Th;01:00 pm;04:30 pm ;Science Center-384;Science Center;384;0;3;11;14;;NPS;QRF;(s);This course focuses on human anatomy, physiology, and evolution. Lecture topics will include: human origins and evolution| the structure and function of the major physiological systems| exercise physiology| and human genetics. Laboratories explore human physiology, focusing on the development and application of skills in experimental design, statistical analysis, and scientific writing.
10521;BISC 110 Introductory Cellular and Molecular Biology with Laboratory;BISC;110;Introductory Cellular and Molecular Biology with Laboratory;MTh;09:50 am;11:00 am ;Science Center-261;Science Center;261;1.25;19;13;32;;NPS;Natural and Physical Science;(s);A gateway course that focuses on the study of life at the cellular and molecular level, including eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation. This course will provide the fundamental tools for exploration of this field with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 112. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
10524;BISC 110 Introductory Cellular and Molecular Biology with Laboratory;BISC;110;Introductory Cellular and Molecular Biology with Laboratory;TF;09:50 am;11:00 am ;Science Center-264;Science Center;264;1.25;14;18;32;;NPS;Natural and Physical Science;(s);A gateway course that focuses on the study of life at the cellular and molecular level, including eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation. This course will provide the fundamental tools for exploration of this field with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 112. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
10522;BISC 110 Introductory Cellular and Molecular Biology with Laboratory;BISC;110;Introductory Cellular and Molecular Biology with Laboratory;M;01:30 pm;05:00 pm ;Science Center-310;Science Center;310;0;11;5;16;;NPS;Natural and Physical Science;(s);A gateway course that focuses on the study of life at the cellular and molecular level, including eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation. This course will provide the fundamental tools for exploration of this field with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 112. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
10523;BISC 110 Introductory Cellular and Molecular Biology with Laboratory;BISC;110;Introductory Cellular and Molecular Biology with Laboratory;M;06:00 pm;09:30 pm ;Science Center-310;Science Center;310;0;10;6;16;;NPS;Natural and Physical Science;(s);A gateway course that focuses on the study of life at the cellular and molecular level, including eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation. This course will provide the fundamental tools for exploration of this field with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 112. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
10525;BISC 110 Introductory Cellular and Molecular Biology with Laboratory;BISC;110;Introductory Cellular and Molecular Biology with Laboratory;T;12:30 pm;04:00 pm ;Science Center-310;Science Center;310;0;12;4;16;;NPS;Natural and Physical Science;(s);A gateway course that focuses on the study of life at the cellular and molecular level, including eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation. This course will provide the fundamental tools for exploration of this field with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 112. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11391;BISC 110 Introductory Cellular and Molecular Biology with Laboratory;BISC;110;Introductory Cellular and Molecular Biology with Laboratory;Th;06:00 pm;09:30 pm ;Science Center-310;Science Center;310;0;5;11;16;;NPS;Natural and Physical Science;(s);A gateway course that focuses on the study of life at the cellular and molecular level, including eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation. This course will provide the fundamental tools for exploration of this field with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 112. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
13959;BISC 110 Introductory Cellular and Molecular Biology with Laboratory;BISC;110;Introductory Cellular and Molecular Biology with Laboratory;F;01:00 pm;04:30 pm ;Science Center-310;Science Center;310;0;3;13;16;;NPS;Natural and Physical Science;(s);A gateway course that focuses on the study of life at the cellular and molecular level, including eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation. This course will provide the fundamental tools for exploration of this field with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 112. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
10207;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;MTh;09:50 am;11:00 am ;Science Center-396;Science Center;396;1.25;22;10;32;;NPS;QRF;(s);A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
10261;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;TF;08:30 am;09:40 am ;Science Center-278;Science Center;278;1.25;23;9;32;;NPS;QRF;(s);A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
10225;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;M;01:30 pm;05:00 pm ;Science Center-316;Science Center;316;0;14;2;16;;NPS;QRF;(s);A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
10253;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;T;12:30 pm;04:00 pm ;Science Center-316;Science Center;316;0;15;1;16;;NPS;QRF;(s);A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
10224;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;T;06:00 pm;09:30 pm ;Science Center-316;Science Center;316;0;6;10;16;;NPS;QRF;(s);A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
10263;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;W;02:15 pm;05:45 pm ;Science Center-316;Science Center;316;0;14;2;16;;NPS;QRF;(s);A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
12328;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;F;01:00 pm;04:30 pm ;Science Center-316;Science Center;316;0;6;10;16;;NPS;QRF;(s);A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11628;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;M;11:10 am;12:20 pm ;Science Center-155;Science Center;155;1;8;8;16;;NPS;Natural and Physical Science;(s);Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11629;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;Th;11:10 am;12:20 pm ;Science Center-155;Science Center;155;1;13;3;16;;NPS;Natural and Physical Science;(s);Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11684;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;M;01:30 pm;05:00 pm ;Science Center-310;Science Center;310;0;11;5;16;;NPS;Natural and Physical Science;(s);Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11685;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;M;06:00 pm;09:30 pm ;Science Center-310;Science Center;310;0;10;6;16;;NPS;Natural and Physical Science;(s);Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11686;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;T;12:30 pm;04:00 pm ;Science Center-310;Science Center;310;0;12;4;16;;NPS;Natural and Physical Science;(s);Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11687;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;Th;01:00 pm;04:30 pm ;Science Center-310;Science Center;310;0;13;3;16;;NPS;Natural and Physical Science;(s);Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11688;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;Th;06:00 pm;09:30 pm ;Science Center-310;Science Center;310;0;5;11;16;;NPS;Natural and Physical Science;(s);Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11841;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;F;01:00 pm;04:30 pm ;Science Center-310;Science Center;310;0;3;13;16;;NPS;Natural and Physical Science;(s);Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11630;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;M;11:10 am;12:20 pm ;Science Center-267;Science Center;267;1;7;9;16;;NPS;QRF;(s);An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11631;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;Th;11:10 am;12:20 pm ;Science Center-267;Science Center;267;1;10;6;16;;NPS;QRF;(s);An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11689;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;M;01:30 pm;05:00 pm ;Science Center-316;Science Center;316;0;14;2;16;;NPS;QRF;(s);An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11690;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;T;12:30 pm;04:00 pm ;Science Center-316;Science Center;316;0;15;1;16;;NPS;QRF;(s);An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11691;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;T;06:00 pm;09:30 pm ;Science Center-316;Science Center;316;0;6;10;16;;NPS;QRF;(s);An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11692;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;W;02:15 pm;05:45 pm ;Science Center-316;Science Center;316;0;14;2;16;;NPS;QRF;(s);An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11693;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;Th;01:00 pm;04:30 pm ;Science Center-316;Science Center;316;0;7;9;16;;NPS;QRF;(s);An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11838;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;F;01:00 pm;04:30 pm ;Science Center-316;Science Center;316;0;6;10;16;;NPS;QRF;(s);An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
