regNum;fullTitle;dept;dNum;titleString;day;time1;time2;credit;enrollment;available;max;distributions;distCode;distDescription;prerequisites
</div>
<div id="my_favorite_11841" style="display: none;"></div>
<div id="my_waitlist_11841" style="display: none;"></div>
<a class="professorname" target=_fac href=faculty_profiles.php?user=amatthe2>Adam Matthews</a><div class="coursedetail col|xs|12"><div class="col|xs|12"><p>Seminar|style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion|based format|"expires;toggleDiv(v1,v2);
}function clearCookieAndToggle(v1, v2) {var d = new Date();var expires = "expires=Thu, 01|Jan;
11841;;;class="col-xs-12;;F;01:00 pm;04:30 pm;0;3;13;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116.
11630;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;M;11:10 am;12:20 pm;1;7;9;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T.
11631;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;Th;11:10 am;12:20 pm;1;10;6;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T.
11689;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;M;01:30 pm;05:00 pm;0;14;2;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T.
11690;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;T;12:30 pm;04:00 pm;0;15;1;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T.
11691;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;T;06:00 pm;09:30 pm;0;6;10;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T.
11692;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;W;02:15 pm;05:45 pm;0;14;2;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T.
11693;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;Th;01:00 pm;04:30 pm;0;7;9;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T.
11838;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;F;01:00 pm;04:30 pm;0;6;10;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T.
;BISC 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;BISC;116;Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;<html>
<head>
<script type="text/javascript">var switchTo5x=true;</script>
<!|| <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ||>
<script type="text/javascript">stLight.options({publisher: "42749a5b|852f|4abd|9037|507e14846fae", doNotHash: false, doNotCopy: false, hashAddressBar: false});</script>
<script>
function myFavorites(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/favorites.php";var p_data = q_string;jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");.parent().prev().children('.coursecode_big').children('div').append('<i class="fa fa|star pull;right"></i>');.hide();}});}
}function myWaitlist(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/waitlist.php";var p_data = q_string'&ajax=1';jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");if (data.search('Error:') > |1) {alert(data);}else {.parent().prev().children('.coursecode_big').children('div').append('<i class="pull|right"><b><font color="#009900">W</font></b></i>');.hide();document.location = p_url;}}});}
}
function setCookieAndToggle(v1, v2) {var d = new Date();d.setTime(d.getTime()(5*60*1000));var expires = "expires="d.toUTCString();document.cookie ="hideCB=1|"expires;toggleDiv(v1,v2);
}function clearCookieAndToggle(v1, v2) {var d = new Date();var expires = "expires=Thu, 01|Jan|1970 00:00:01 GMT;";document.cookie ="hideCB=1|"expires;toggleDiv(v1,v2);
}
</script>
<style>
/*.sharethis|buttons {position: absolute;bottom: 35px;right: 10px;}.sharethis|buttons .stButton {margin|left: 5px;}.sharethis;buttons .stButton .stLarge {border|radius: 50%;opacity: 1.0;|webkit|filter: grayscale(100%);width: 20px;height: 20px;background|size: 20px;}.sharethis|buttons .stButton .stLarge:hover {opacity: 1.0 !important;|webkit|filter: grayscale(0);background|position: 0 !important;}*/
</style><title>BISC 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach</title>
</head>
<b><font size=4>122</font></b> <a href="javascript:clearCookieAndToggle('details','block')">Show</a> | <a href="javascript:setCookieAndToggle('details','none')">Hide</a> </div><br>
<div id="divHeaders" style="display: none;">BISC 116 01</div>
<div id="my_favorite_14165" style="display: none;"></div>
<div id="my_waitlist_14165" style="display: none;"></div>
<div class="professorhead col|xs|3"><a target=_fac href=faculty_profiles.php?user=jgoss><img src="//www.wellesley.edu/sites/default/files/goss006_rect.jpg"></a></div><a class="professorname" target=_fac href=faculty_profiles.php?user=jgoss>John Goss</a><div class="coursedetail col|xs|12"><div class="col|xs|12"><p>This gateway course provides an integrated introduction to the application of chemical principles to understand biological systems and covers the content of both BISC 110/112 and CHEM 105.&nbsp;;;;;;<html>
<head>
<script type="text/javascript">var switchTo5x=true;</script>
<!|| <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ||>
<script type="text/javascript">stLight.options({publisher: "42749a5b|852f|4abd|9037|507e14846fae", doNotHash: false, doNotCopy: false, hashAddressBar: false});</script>
<script>
function myFavorites(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/favorites.php";var p_data = q_string;jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");.parent().prev().children('.coursecode_big').children('div').append('<i class="fa fa|star pull|right"></i>');.hide();}});}
}function myWaitlist(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/waitlist.php";var p_data = q_string'&ajax=1';jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");if (data.search('Error:') > |1) {alert(data);}else {.parent().prev().children('.coursecode_big').children('div').append('<i class="pull;right"><b><font color="#009900">W</font></b></i>');.hide();document.location = p_url;}}});}
}
function setCookieAndToggle(v1, v2) {var d = new Date();d.setTime(d.getTime()(5*60*1000));var expires = "expires="d.toUTCString();document.cookie ="hideCB=1|"expires;toggleDiv(v1,v2);
}
</script>
<style>
/*.sharethis|buttons {position: absolute;bottom: 35px;right: 10px;}.sharethis|buttons .stButton {margin|left: 5px;}.sharethis|buttons .stButton .stLarge {border|radius: 50%;opacity: 1.0;|webkit|filter: grayscale(100%);width: 20px;height: 20px;background|size: 20px;}.sharethis|buttons .stButton .stLarge:hover {opacity: 1.0 !important;|webkit|filter: grayscale(0);background|position: 0 !important;}*/
</style><title>BISC 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach</title>
</head>
<b><font size=4>122</font></b> <a href="javascript:clearCookieAndToggle('details','block')">Show</a> | <a href="javascript:setCookieAndToggle('details','none')">Hide</a> </div><br>
<div id="divHeaders" style="display: none;">BISC 116 01</div>
<div id="my_favorite_14165" style="display: none;"></div>
<div id="my_waitlist_14165" style="display: none;"></div>
<div class="professorhead col|xs|3"><a target=_fac href=faculty_profiles.php?user=jgoss><img src="//www.wellesley.edu/sites/default/files/goss006_rect.jpg"></a></div><a class="professorname" target=_fac href=faculty_profiles.php?user=jgoss>John Goss</a><div class="coursedetail col|xs|12"><div class="col|xs|12"><p>This gateway course provides an integrated introduction to the application of chemical principles to understand biological systems and covers the content of both BISC 110/112 and CHEM 105.&nbsp|"expires;toggleDiv(v1,v2);
}function clearCookieAndToggle(v1, v2) {var d = new Date();var expires = "expires=Thu, 01|Jan|1970 00:00:01 GMT;";document.cookie ="hideCB=1;
;;;class="col-xs-12;;TF|F;11:10 am|01:30 pm;12:20 pm|03:00 pm;xs;;xs;;;|NPS|LAB;Natural and Physical Science||;One year of high school chemistry, math equivalent to two years of high school algebra, and fulfillment of the basic skills component of Quantitative Reasoning Requirement.Not open to students who have taken BISC 110 , BISC 112, CHEM 105, CHEM 105P, or CHEM 120. Students must attend lab during the first week to continue in the course.
;;;;;;;;;;;;;;;
;BISC 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;BISC;116;Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;<html>
<head>
<script type="text/javascript">var switchTo5x=true;</script>
<!|| <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ||>
<script type="text/javascript">stLight.options({publisher: "42749a5b|852f|4abd|9037|507e14846fae", doNotHash: false, doNotCopy: false, hashAddressBar: false});</script>
<script>
function myFavorites(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/favorites.php";var p_data = q_string;jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");.parent().prev().children('.coursecode_big').children('div').append('<i class="fa fa;star pull|right"></i>');.hide();}});}
}function myWaitlist(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/waitlist.php";var p_data = q_string'&ajax=1';jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");if (data.search('Error:') > |1) {alert(data);}else {.parent().prev().children('.coursecode_big').children('div').append('<i class="pull|right"><b><font color="#009900">W</font></b></i>');.hide();document.location = p_url;}}});}
}
function setCookieAndToggle(v1, v2) {var d = new Date();d.setTime(d.getTime()(5*60*1000));var expires = "expires="d.toUTCString();document.cookie ="hideCB=1|"expires;toggleDiv(v1,v2);
}function clearCookieAndToggle(v1, v2) {var d = new Date();var expires = "expires=Thu, 01|Jan|1970 00:00:01 GMT;";document.cookie ="hideCB=1|"expires;toggleDiv(v1,v2);
}
</script>
<style>
/*.sharethis|buttons {position: absolute;bottom: 35px;right: 10px;}.sharethis;buttons .stButton {margin|left: 5px;}.sharethis|buttons .stButton .stLarge {border|radius: 50%;opacity: 1.0;|webkit|filter: grayscale(100%);width: 20px;height: 20px;background|size: 20px;}.sharethis|buttons .stButton .stLarge:hover {opacity: 1.0 !important;|webkit|filter: grayscale(0);background|position: 0 !important;}*/
</style><title>BISC 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach</title>
</head>
<b><font size=4>123</font></b> <a href="javascript:clearCookieAndToggle('details','block')">Show</a> | <a href="javascript:setCookieAndToggle('details','none')">Hide</a> </div><br>
<div id="divHeaders" style="display: none;">BISC 116 L01</div>
<div id="my_favorite_14167" style="display: none;"></div>
<div id="my_waitlist_14167" style="display: none;"></div>
<div class="professorhead col|xs|3"><a target=_fac href=faculty_profiles.php?user=mbeers><img src="//www.wellesley.edu/sites/default/files/beers_melissa1.jpg"></a></div><a class="professorname" target=_fac href=faculty_profiles.php?user=mbeers>Melissa Beers</a><div class="professorhead col|xs;;;;;;<html>
<head>
<script type="text/javascript">var switchTo5x=true;</script>
<!|| <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ||>
<script type="text/javascript">stLight.options({publisher: "42749a5b|852f|4abd|9037|507e14846fae", doNotHash: false, doNotCopy: false, hashAddressBar: false});</script>
<script>
function myFavorites(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/favorites.php";var p_data = q_string;jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");.parent().prev().children('.coursecode_big').children('div').append('<i class="fa fa|star pull|right"></i>');.hide();}});}
}function myWaitlist(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/waitlist.php";var p_data = q_string'&ajax=1';jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");if (data.search('Error:') > ;1) {alert(data);}else {.parent().prev().children('.coursecode_big').children('div').append('<i class="pull|right"><b><font color="#009900">W</font></b></i>');.hide();document.location = p_url;}}});}
}
function setCookieAndToggle(v1, v2) {var d = new Date();d.setTime(d.getTime()(5*60*1000));var expires = "expires="d.toUTCString();document.cookie ="hideCB=1|"expires;toggleDiv(v1,v2);
}function clearCookieAndToggle(v1, v2) {var d = new Date();var expires = "expires=Thu, 01|Jan|1970 00:00:01 GMT;";document.cookie ="hideCB=1||||||||||||||||||;
14167;;;class="professorname";;W;08:30 am;12:00 pm;0;16;0;12;;;NPS;One year of high school chemistry, math equivalent to two years of high school algebra, and fulfillment of the basic skills component of Quantitative Reasoning Requirement.Not open to students who have taken BISC 110 , BISC 112, CHEM 105, CHEM 105P, or CHEM 120. Students must attend lab during the first week to continue in the course.
;;;;;;;;;;;;;;;
;BISC 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;BISC;116;Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach;<html>
<head>
<script type="text/javascript">var switchTo5x=true;</script>
<!|| <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ||>
<script type="text/javascript">stLight.options({publisher: "42749a5b|852f|4abd|9037|507e14846fae", doNotHash: false, doNotCopy: false, hashAddressBar: false});</script>
<script>
function myFavorites(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/favorites.php";var p_data = q_string;jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");.parent().prev().children('.coursecode_big').children('div').append('<i class="fa fa;star pull|right"></i>');.hide();}});}
}function myWaitlist(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/waitlist.php";var p_data = q_string'&ajax=1';jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");if (data.search('Error:') > |1) {alert(data);}else {.parent().prev().children('.coursecode_big').children('div').append('<i class="pull|right"><b><font color="#009900">W</font></b></i>');.hide();document.location = p_url;}}});}
}
function setCookieAndToggle(v1, v2) {var d = new Date();d.setTime(d.getTime()(5*60*1000));var expires = "expires="d.toUTCString();document.cookie ="hideCB=1|"expires;toggleDiv(v1,v2);
}function clearCookieAndToggle(v1, v2) {var d = new Date();var expires = "expires=Thu, 01|Jan|1970 00:00:01 GMT;";document.cookie ="hideCB=1|"expires;toggleDiv(v1,v2);
}
</script>
<style>
/*.sharethis|buttons {position: absolute;bottom: 35px;right: 10px;}.sharethis;buttons .stButton {margin|left: 5px;}.sharethis|buttons .stButton .stLarge {border|radius: 50%;opacity: 1.0;|webkit|filter: grayscale(100%);width: 20px;height: 20px;background|size: 20px;}.sharethis|buttons .stButton .stLarge:hover {opacity: 1.0 !important;|webkit|filter: grayscale(0);background|position: 0 !important;}*/
</style><title>BISC 116 Fundamentals of Chemistry and Molecular/Cellular Biology with Lab: An Integrated Approach</title>
</head>
<b><font size=4>124</font></b> <a href="javascript:clearCookieAndToggle('details','block')">Show</a> | <a href="javascript:setCookieAndToggle('details','none')">Hide</a> </div><br>
<div id="divHeaders" style="display: none;">BISC 116 L02</div>
<div id="my_favorite_14168" style="display: none;"></div>
<div id="my_waitlist_14168" style="display: none;"></div>
<div class="professorhead col|xs|3"><a target=_fac href=faculty_profiles.php?user=mbeers><img src="//www.wellesley.edu/sites/default/files/beers_melissa1.jpg"></a></div><a class="professorname" target=_fac href=faculty_profiles.php?user=mbeers>Melissa Beers</a><div class="professorhead col|xs;;;;;;<html>
<head>
<script type="text/javascript">var switchTo5x=true;</script>
<!|| <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ||>
<script type="text/javascript">stLight.options({publisher: "42749a5b|852f|4abd|9037|507e14846fae", doNotHash: false, doNotCopy: false, hashAddressBar: false});</script>
<script>
function myFavorites(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/favorites.php";var p_data = q_string;jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");.parent().prev().children('.coursecode_big').children('div').append('<i class="fa fa|star pull|right"></i>');.hide();}});}
}function myWaitlist(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/waitlist.php";var p_data = q_string'&ajax=1';jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");if (data.search('Error:') > ;1) {alert(data);}else {.parent().prev().children('.coursecode_big').children('div').append('<i class="pull|right"><b><font color="#009900">W</font></b></i>');.hide();document.location = p_url;}}});}
}
function setCookieAndToggle(v1, v2) {var d = new Date();d.setTime(d.getTime()(5*60*1000));var expires = "expires="d.toUTCString();document.cookie ="hideCB=1|"expires;toggleDiv(v1,v2);
}function clearCookieAndToggle(v1, v2) {var d = new Date();var expires = "expires=Thu, 01|Jan|1970 00:00:01 GMT;";document.cookie ="hideCB=1||||||||||||||||||;
10227;BISC 201 Ecology with Laboratory;BISC;201;Ecology with Laboratory;MTh;08:30 am;09:40 am;1.25;14;0;14;;NPS;QRF;BISC 108 or BISC 111/BISC 111T/BISC 113 or ES 101 or by permission of the instructor.
14168;;;class="professorname";;W;02:15 pm;05:45 pm;0;16;0;12;;;NPS;One year of high school chemistry, math equivalent to two years of high school algebra, and fulfillment of the basic skills component of Quantitative Reasoning Requirement.Not open to students who have taken BISC 110 , BISC 112, CHEM 105, CHEM 105P, or CHEM 120. Students must attend lab during the first week to continue in the course.
10250;BISC 203 Comparative Physiology and Anatomy of Vertebrates with Laboratory;BISC;203;Comparative Physiology and Anatomy of Vertebrates with Laboratory;MTh;11:10 am;12:20 pm;1.25;34;2;36;;NPS;Natural and Physical Science;BISC 109 or BISC 111/BISC 111T/BISC 113, or permission of the instructor.
10257;BISC 201 Ecology with Laboratory;BISC;201;Ecology with Laboratory;M;01:30 pm;05:00 pm;0;14;0;14;;NPS;QRF;BISC 108 or BISC 111/BISC 111T/BISC 113 or ES 101 or by permission of the instructor.
10233;BISC 203 Comparative Physiology and Anatomy of Vertebrates with Laboratory;BISC;203;Comparative Physiology and Anatomy of Vertebrates with Laboratory;M;01:30 pm;05:00 pm;0;12;0;12;;NPS;Natural and Physical Science;BISC 109 or BISC 111/BISC 111T/BISC 113, or permission of the instructor.
11429;BISC 203 Comparative Physiology and Anatomy of Vertebrates with Laboratory;BISC;203;Comparative Physiology and Anatomy of Vertebrates with Laboratory;W;02:15 pm;05:45 pm;0;11;1;12;;NPS;Natural and Physical Science;BISC 109 or BISC 111/BISC 111T/BISC 113, or permission of the instructor.
10221;BISC 203 Comparative Physiology and Anatomy of Vertebrates with Laboratory;BISC;203;Comparative Physiology and Anatomy of Vertebrates with Laboratory;T;12:30 pm;04:00 pm;0;11;1;12;;NPS;Natural and Physical Science;BISC 109 or BISC 111/BISC 111T/BISC 113, or permission of the instructor.
12628;BISC 209 Microbiology with Laboratory;BISC;209;Microbiology with Laboratory;TF;09:50 am;11:00 am;1.25;24;0;24;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry or BISC 116/CHEM 116.
12629;BISC 209 Microbiology with Laboratory;BISC;209;Microbiology with Laboratory;W;02:15 pm;05:45 pm;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry or BISC 116/CHEM 116.
10222;BISC 210 Marine Biology with Laboratory;BISC;210;Marine Biology with Laboratory;TF;11:10 am;12:20 pm;1.25;12;2;14;;NPS;Natural and Physical Science;BISC 111/BISC 111T/BISC 113 or ES 101, or by permission of the instructor.
12630;BISC 209 Microbiology with Laboratory;BISC;209;Microbiology with Laboratory;Th;01:00 pm;04:30 pm;0;12;0;12;;NPS;Natural and Physical Science;BISC 110/BISC 112 and one unit of college chemistry or BISC 116/CHEM 116.
10231;BISC 210 Marine Biology with Laboratory;BISC;210;Marine Biology with Laboratory;Th;01:00 pm;04:30 pm;0;12;2;14;;NPS;Natural and Physical Science;BISC 111/BISC 111T/BISC 113 or ES 101, or by permission of the instructor.
;;;;;;;;;;;;;;;
;BISC 219 Genetics with Laboratory;BISC;219;Genetics with Laboratory;<html>
<head>
<script type="text/javascript">var switchTo5x=true;</script>
<!|| <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ||>
<script type="text/javascript">stLight.options({publisher: "42749a5b|852f|4abd|9037|507e14846fae", doNotHash: false, doNotCopy: false, hashAddressBar: false});</script>
<script>
function myFavorites(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/favorites.php";var p_data = q_string;jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");.parent().prev().children('.coursecode_big').children('div').append('<i class="fa fa;star pull|right"></i>');.hide();}});}
}function myWaitlist(q_string,)
{if ( (.is(":visible"))) {.hide();}else {.show();var p_url= "https://webapps.wellesley.edu/my_courses/waitlist.php";var p_data = q_string'&ajax=1';jQuery.ajax({type: "GET",url: p_url,data: p_data,success: function(data) {// .html(data);// .replaceWith('<i class="fa fa|star pull|right"></i>');// .replaceWith('<i class="fa fa|star pull|right"></i>');// .parent().prev().find('.fa').addClass(".fa|star");// .parent().prev().find('i').addClass("fa|star");if (data.search('Error:') > |1) {alert(data);}else {.parent().prev().children('.coursecode_big').children('div').append('<i class="pull|right"><b><font color="#009900">W</font></b></i>');.hide();document.location = p_url;}}});}
}
function setCookieAndToggle(v1, v2) {var d = new Date();d.setTime(d.getTime()(5*60*1000));var expires = "expires="d.toUTCString();document.cookie ="hideCB=1|"expires;toggleDiv(v1,v2);
}function clearCookieAndToggle(v1, v2) {var d = new Date();var expires = "expires=Thu, 01|Jan|1970 00:00:01 GMT;";document.cookie ="hideCB=1|"expires;toggleDiv(v1,v2);
}
</script>
<style>
/*.sharethis|buttons {position: absolute;bottom: 35px;right: 10px;}.sharethis;buttons .stButton {margin|left: 5px;}.sharethis|buttons .stButton .stLarge {border|radius: 50%;opacity: 1.0;|webkit|filter: grayscale(100%);width: 20px;height: 20px;background|size: 20px;}.sharethis|buttons .stButton .stLarge:hover {opacity: 1.0 !important;|webkit|filter: grayscale(0);background|position: 0 !important;}*/
</style><title>BISC 219 Genetics with Laboratory</title>
</head>
<b><font size=4>136</font></b> <a href="javascript:clearCookieAndToggle('details','block')">Show</a> | <a href="javascript:setCookieAndToggle('details','none')">Hide</a> </div><br>
<div id="divHeaders" style="display: none;">BISC 219 01</div><div class="waitlist">
<a class="waitlist" href="https://webapps.wellesley.edu/my_courses/waitlist.php?action=add&=10211&term_code=201609"><i class="pull|right"><b><font color="#009900">W</font></b></i></a>
</div>
<div id="my_favorite_10211" style="display: none;"></div>
<div id="my_waitlist_10211" style="display: none;"></div>
<div class="professorhead col|xs|3"><a target=_fac href=faculty_profiles.php?user=dwebb><img src="//www.wellesley.edu/sites/default/files/assets/departments/biologicalsciences/images/webbd;;;;;;<html>
<head>
<script type="text/javascript">var switchTo5x=true;</script>
<!|| <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ||>
<script type="text/javascript">stLight.options({publisher: "42749a5b|852f|4abd|9037|507e14846fae", doNotHash: false, doNotCopy: false, hashAddressBar: false});</script>
<script>
function myFavorites(q_string,)
